theta_arcmin,R_phys_Mpc,R_com_Mpc,gammat,gammat_err,weight,z_l_eff,n_pairs_D,n_pairs_R,SigmaCrit_eff_Msun_pc2,DeltaSigma_phys_Msun_per_pc2,DeltaSigma_phys_err_Msun_per_pc2,DeltaSigma_comoving_Msun_per_pc2,DeltaSigma_comoving_err_Msun_per_pc2
0.5976563267269329,0.1594190099537874,0.2050439475826448,0.0103554733345067,0.0026057924718051,7135077.417850737,0.2861950882901809,26066.0,2638228.0,4146.987467333264,42.9440181365031,10.80618872304712,70.35947931484668,17.7048596038404
0.8222400306256611,0.2193245277676196,0.2820941303562758,0.008532077017594,0.0019456719977601,13459814.263131838,0.2861950882901809,47219.0,4980411.0,4146.987467333264,35.38241646228449,8.06867739025241,57.97055113180691,13.219721036189547
1.132441186814124,0.3020676679212742,0.3885179508116123,0.0048393630518101,0.0014423195559003,25434654.16171924,0.2861950882901809,86103.0,9419957.0,4146.987467333264,20.068777925732142,5.981281122208224,32.88068575351954,9.799730990625955
1.5585943143928844,0.4157398682297236,0.5347225765234775,0.0045951646691462,0.0010707873751893,48026775.16848645,0.2861950882901809,157294.0,17802536.0,4146.987467333264,19.056090293281898,4.440541825088709,31.22149833651306,7.275383726225341
2.144874131910568,0.5721243050454653,0.7358634710409107,0.0028040478675228,0.0007936383985865,90761558.1365238,0.2861950882901809,289995.0,33654322.0,4146.987467333264,11.628351364419618,3.2912084925326575,19.051890875465105,5.392315994165506
2.952152282771786,0.7874578969651241,1.012824479311858,0.0032206070744561,0.0005851106394167,171503016.56946108,0.2861950882901809,536073.0,63616025.0,4146.987467333264,13.355817174974296,2.426446488664408,21.88217085947789,3.975489927027766
4.062083347282714,1.0835212087856827,1.3936196567983847,0.0022069969724856,0.000428736862147,323973731.8980766,0.2861950882901809,1001709.0,120202885.0,4146.987467333264,9.152388785340241,1.7779663941073984,14.995273785901452,2.9130201401055618
5.592012204563705,1.4916148452459252,1.9185076875760276,0.0019840435888893,0.0003139220817865,612031043.7083067,0.2861950882901809,1874618.0,227132871.0,4146.987467333264,8.227803897766838,1.3018309388877836,13.480433906101188,2.1329198102737448
7.695471515040468,2.052692149640452,2.6401625606393626,0.0010787010604869,0.0002294011565363,1156830836.4833865,0.2861950882901809,3516643.0,429402842.0,4146.987467333264,4.473359778838276,0.9513237211477924,7.3291526616486316,1.558648784728543
10.588229615907576,2.824307226488347,3.6326100825317753,0.0007595708222376,0.0001676910504081,2187524458.962332,0.2861950882901809,6594233.0,812077053.0,4146.987467333264,3.1499306803713503,0.6954126844263414,5.16084642672042,1.1393641421641179
14.568376256168246,3.885972615920684,4.998118891827329,0.0006572648149261,0.0001223033962878,4136674657.438953,0.2861950882901809,12417019.0,1535758159.0,4146.987467333264,2.725668950217654,0.5071906516178003,4.465736008036605,0.830981163610604
20.04637092745673,5.347174393556914,6.877509441223929,0.0003667965825948,8.904279025531043e-05,7815181706.038636,0.2861950882901809,23453256.0,2901544316.0,4146.987467333264,1.5211008310813061,0.36925933524515686,2.492171601643612,0.604994494865665
27.579974010456866,7.356689713931685,9.462138176133829,0.0002504849302614,6.494725050776415e-05,14772382734.646963,0.2861950882901809,44089544.0,5484459693.0,4146.987467333264,1.0387578665498725,0.26933543389345194,1.701900888555311,0.4412791748910317
37.96036601735512,10.12555828047832,13.023443326547184,0.0002057213075334,4.726761718616346e-05,27912656925.3873,0.2861950882901809,83309905.0,10361920576.0,4146.987467333264,0.8531236841044221,0.19601821608172626,1.3977578440366851,0.32115624522830033
52.227911688288,13.93128726487136,17.918353253637093,0.0001549425677336,3.449933257864175e-05,52573329608.19202,0.2861950882901809,156404539.0,19515477724.0,4146.987467333264,0.6425448865476746,0.14306829983498953,1.05274554211971,0.23440310244964685
